Symbol,Date,Direction,CAR_plus5,CAR_plus20
hindunilvr,2024-06-05,Up,-0.06132935007537897,-0.09619392673551753
bhartiartl,2024-06-21,Up,0.003527718886425807,-0.009857903094719237
tcs,2024-07-12,Up,0.022698264770271148,0.003653220388872294
titan,2024-07-23,Up,-0.01381885068593243,0.015335064479050572
bhartiartl,2024-08-30,Up,-0.019439612542759818,0.050764967629143634
hdfcbank,2024-08-30,Down,0.012375938134104657,0.02978231185022588
icicibank,2024-09-20,Up,-0.041616428061641716,-0.01809268191854617
hindunilvr,2024-10-24,Down,0.015638024314938048,0.0028353145265140184
asianpaint,2024-11-11,Down,0.004092235062214955,-0.06687942283044049
hdfcbank,2024-11-25,Up,0.009607634360132782,0.03258681281824137
icicibank,2024-12-20,Up,0.00736093989191376,-0.04933034588910615
bajfinance,2025-01-30,Up,0.05563002147288841,0.12405535776067908
icicibank,2025-03-21,Up,-0.0026281138203189808,0.014329844920336308
bhartiartl,2025-05-16,Down,0.015842367647134842,0.0328636170156829
itc,2025-05-28,Down,0.003742586331670409,-0.01620531748726497
bajfinance,2025-06-16,Up,-0.021021105870915813,-0.02404191418779981
ntpc,2025-06-24,Down,-0.007044729045050515,0.029693599894951014
bajfinance,2025-06-30,Down,-0.0153591317220352,-0.02555987353598177
titan,2025-07-08,Down,0.0008880936010224189,0.02687379645503185
bajfinance,2025-07-14,Down,0.03440900924051345,-0.020520681003674993
axisbank,2025-07-18,Down,-0.00030463001623536046,-0.009256071962187376
lt,2025-07-30,Up,-0.0008683333038939783,-0.014046726034033744
bhartiartl,2025-08-08,Down,-0.002417345755773185,-0.004566849935166491
maruti,2025-08-18,Up,0.02036907424698879,0.08228111551602174
asianpaint,2025-08-26,Down,0.023365241974961343,-0.03319347155482821
titan,2025-09-26,Down,0.011610897395266957,0.05630262381795933
asianpaint,2025-11-06,Up,0.08888616090455928,0.10652065345152267
bhartiartl,2025-11-07,Down,0.03305449549106057,0.025640656516840683
asianpaint,2025-11-24,Up,-0.012461690604510006,-0.03047197426972158
bhartiartl,2025-11-26,Down,-0.014492150494053863,0.0036541895431063814
asianpaint,2025-12-30,Down,0.01675704379945924,-0.11541302764288817
itc,2026-01-01,Down,-0.0598009536407568,-0.11665943493282882
titan,2026-01-07,Up,0.0028619836454175443,-0.019961650318610358
kotakbank,2026-01-16,Down,0.030088686911577674,0.012694942834444493
axisbank,2026-01-27,Up,0.007124446204677282,0.026490352250149674
maruti,2026-01-28,Down,-0.017088217278654227,-0.0109830821012767
ongc,2026-01-28,Up,-0.05373530445546243,0.017992149170702146
kotakbank,2026-02-02,Up,0.016098699231052324,0.002733797282224889
itc,2026-02-06,Up,-0.03126044958430507,-0.0102058634428621
infy,2026-02-13,Down,-0.023742351666496617,-0.015275355952502942
ongc,2026-03-02,Up,-0.01889405448211249,0.09956687152872674
lt,2026-03-13,Down,-0.00032099790598182076,0.13620545712095586
hdfcbank,2026-03-19,Down,-0.05501323470058207,-0.06265479871762081
sunpharma,2026-04-27,Up,0.05183257566269727,0.0744017562876721
titan,2026-05-08,Up,-0.05945659502339521,-0.02045168722726334
bajfinance,2026-05-29,Down,-0.012643511342842827,0.07705194444151287
bhartiartl,2026-05-29,Down,-0.008941972819595873,0.003214921704721374
hindunilvr,2026-05-29,Down,-0.006311396524188453,-0.003866113756578301
infy,2026-05-29,Up,0.042022765046539776,-0.10958390615981747
hindunilvr,2026-07-28,Down,0.009454922637571438,-0.006713991114704498
bajfinance,2026-07-31,Up,-0.05807960849593656,-0.03857798279252157
