Symbol,Date,VolumeShockRatio,SameDayReturn,Direction
axisbank,2025-07-18,6.922250573508709,-0.05216416623555786,Down
lt,2025-07-30,5.76194815491766,0.048489529694472955,Up
bhartiartl,2025-08-08,18.107856497120828,-0.03328825548736092,Down
maruti,2025-08-18,8.198195833143101,0.08750773036487325,Up
asianpaint,2025-08-26,7.663957396533939,-0.004613101207429082,Down
titan,2025-09-26,11.936864015534917,-0.015154654432440351,Down
asianpaint,2025-11-06,6.191432995250604,0.04672859613141922,Up
bhartiartl,2025-11-07,15.364892668226888,-0.04472767196524896,Down
asianpaint,2025-11-24,6.949659160613087,0.0009038448167975055,Up
bhartiartl,2025-11-26,8.504334203778786,-0.016099185788304826,Down
asianpaint,2025-12-30,6.160949852939771,-0.0061612740505873065,Down
itc,2026-01-01,29.056340584617747,-0.0971464019851116,Down
titan,2026-01-07,5.036720111788179,0.03925288194951104,Up
kotakbank,2026-01-16,7.225344853514431,-0.0066508313539193065,Down
axisbank,2026-01-27,5.1519821040894955,0.04594594594594592,Up
maruti,2026-01-28,5.479843332555184,-0.024139061987536903,Down
ongc,2026-01-28,10.019807231789493,0.08320225851986285,Up
kotakbank,2026-02-02,5.545317009526655,0.0023327194597912992,Up
itc,2026-02-06,6.01197921690802,0.05029013539651839,Up
infy,2026-02-13,6.648000331051787,-0.012193362193362312,Down
ongc,2026-03-02,5.89064256507674,0.008938148015731118,Up
lt,2026-03-13,5.6537528583533945,-0.075413362011023,Down
hdfcbank,2026-03-19,5.461813305327591,-0.053199691595990695,Down
sunpharma,2026-04-27,9.722844471144843,0.06979758084423593,Up
titan,2026-05-08,5.49787011743696,0.04677887405687753,Up
bajfinance,2026-05-29,5.812391586655119,-0.02459324491220527,Down
bhartiartl,2026-05-29,5.319735949847913,-0.012525645178706468,Down
hindunilvr,2026-05-29,10.029096446993856,-0.020423944687045115,Down
infy,2026-05-29,5.738460800476451,0.0008621432882145452,Up
hindunilvr,2026-07-28,6.677203621300615,-0.06985192679113394,Down
bajfinance,2026-07-31,5.217656373703259,0.08324632178452784,Up
